,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,77,8,83,86,9,92,93
ConcatenatedReads_11AA_TP_3_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.948449 0.98956 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.917124 0.967531],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.635383 0.871698],[-1. -1.],[-1. -1.],[-1. -1.],[0.841166 0.987706],[-1. -1.],[0.944234 0.983207],[-1. -1.],[-1. -1.],[-1. -1.],[0.788205 0.935389],[0.804805 0.969076],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.802458 0.968663],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.827914 0.976559],[-1. -1.],[-1. -1.],[0.939613 0.981633],[-1. -1.],[-1. -1.],[0.506354 0.819421],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.954332 0.990593],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.827852 0.981716],[-1. -1.],[-1. -1.],[-1. -1.],[0.920522 0.992791],[-1. -1.]
ConcatenatedReads_11AA_TP_4_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.467109 0.96279 ],[-1. -1.],[-1. -1.],[-1. -1.],[0.151737 0.93372 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.292867 0.943156],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.72008  0.985611],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_11PA_TP_1_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_11PA_TP_3_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.421298 0.973481],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.554788 0.734841],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_11PA_TP_4_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.553668 0.732981],[0.68778  0.951835],[-1. -1.],[-1. -1.],[-1. -1.],[0.711599 0.972326],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.156176 0.908408],[-1. -1.],[0.489367 0.898468],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.421209 0.980462],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.906187 0.989704],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_12AA_TP_3_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.0976826 0.737982 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.462738 0.917979],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_12AA_TP_4_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.051245 0.695211],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_12PA_TP_4_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.727013 0.989343],[-1. -1.],[-1. -1.],[-1. -1.],[0.345582 0.889368],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.76081  0.985109],[-1. -1.],[-1. -1.],[-1. -1.],[0.022253 0.413396],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.65131  0.891281],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.731134 0.961392],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_13AA_TP_1_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_13AA_TP_3_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.420438 0.938751],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.145427 0.932093],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.193289 0.952243],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_13AA_TP_4_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.0864699 0.839264 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_13PA_TP_4_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_13PB_TP_1_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.44105  0.577025],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.943922 0.977924],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_14AA_TP_2_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_14AA_TP_3_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_14PA_TP_2_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.858795 0.986299],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.940687 0.983746],[-1. -1.],[-1. -1.],[-1. -1.],[0.865973 0.955361],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.851403 0.98022 ],[0.949473 0.990657],[-1. -1.],[-1. -1.],[0.807966 0.94927 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.917595 0.969808],[0.938543 0.990577],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.930234 0.992709],[-1. -1.],[-1. -1.],[0.39353  0.686003],[-1. -1.],[-1. -1.],[0.672124 0.914713],[-1. -1.],[0.847699 0.938496],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.130688 0.297783],[0.582862 0.77608 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.832251 0.969347],[-1. -1.],[0.735164 0.86618 ],[-1. -1.],[-1. -1.],[0.360372 0.603195],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.773309 0.930559],[-1. -1.],[0.953079 0.984706],[-1. -1.],[0.950962 0.976956],[-1. -1.]
ConcatenatedReads_14PA_TP_3_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.93391  0.978225],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.908573 0.968184],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.766665 0.981457],[-1. -1.],[-1. -1.],[-1. -1.],[0.677603 0.980543],[0.260456 0.365664],[0.890361 0.958023],[-1. -1.],[-1. -1.],[-1. -1.],[0.925485 0.975212],[0.500232 0.973273],[-1. -1.],[0.611666 0.822937],[0.797206 0.93122 ],[-1. -1.],[0.806798 0.976698],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.755108 0.983991],[-1. -1.],[0.681442 0.781678],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.805262 0.915458],[-1. -1.],[-1. -1.],[-1. -1.],[0.911196 0.985394],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.86712  0.987374],[-1. -1.],[0.924859 0.970496],[-1. -1.],[0.869084 0.979842],[-1. -1.]
ConcatenatedReads_15AA_TP_1_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_15AA_TP_5_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_15AB_TP_4_all,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.473702 0.963096],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.36053  0.965199],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
