,A,B,C,D,E,F,H,K,L
ConcatenatedReads_15AB_4_MG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_15PA_1_MG6,0.5925083756446838,0.0,0.012911229394376278,0.36786291003227234,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_15PA_4_MG7,0.581818163394928,0.0,0.019505534321069717,0.37367236614227295,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_15PA_5_MG5,0.7111512422561646,0.0,0.014068014919757843,0.25225314497947693,0.0,0.0,0.0,0.0024115636479109526,0.0
ConcatenatedReads_16PB_3_MG7,0.1313333809375763,0.0,0.2998226284980774,0.4089093804359436,0.0,0.0,0.0533248670399189,0.027879491448402405,0.0
ConcatenatedReads_17AA_1_MG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_17AB_1_MG6,0.7734179496765137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_17PA_3_MG4,0.2525625228881836,0.0,0.5578942894935608,0.017168940976262093,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_17PA_3_MG7,0.2527211308479309,0.0,0.5549876689910889,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_19AA_1_MG6,0.8811107277870178,0.0,0.08775899559259415,0.0,0.0,0.020465239882469177,0.0,0.0,0.0
ConcatenatedReads_19AA_3_MG7,0.9161821007728577,0.0,0.0698838159441948,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_19PA_1_MG6,0.140290305018425,0.0,0.6515820026397705,0.0,0.0,0.0,0.0,0.16216160356998444,0.0
ConcatenatedReads_19PA_3_MG5,0.1648934781551361,0.0,0.5940972566604614,0.0,0.0,0.0,0.0,0.1533309817314148,0.0
ConcatenatedReads_1AA_1_MG2,0.29763129353523254,0.0,0.6304101347923279,0.05007064342498779,0.0,0.0,0.0,0.0,0.0005027923034504056
ConcatenatedReads_1AA_3_MG1,0.3683445155620575,0.0,0.5601236820220947,0.04521436244249344,0.0,0.004487315192818642,0.0,0.014698621816933155,0.0
ConcatenatedReads_1AA_3_MG2,0.3062458038330078,0.0,0.6211333870887756,0.04541520029306412,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_1AA_4_MG3,0.33626341819763184,0.0,0.5306947231292725,0.08832761645317078,0.0035370185505598783,0.011961625888943672,0.0,0.014930842444300652,0.0
ConcatenatedReads_1AA_5_MG5,0.4058319926261902,0.0,0.5179774761199951,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_1PA_1_MG2,0.0,0.0,0.0,0.946559488773346,0.0,0.0,0.0,0.003946124576032162,0.0002558983105700463
ConcatenatedReads_1PA_2_MG1,0.024304891005158424,0.0,0.03935021534562111,0.7533908486366272,0.0,0.08672188967466354,0.042513370513916016,0.022759446874260902,0.0
ConcatenatedReads_1PA_4_MG1,0.014236053451895714,0.0,0.014660246670246124,0.9197938442230225,0.0,0.02329498715698719,0.009690930135548115,0.008949286304414272,0.0
ConcatenatedReads_1PA_5_MG6,0.015090658329427242,0.0,0.021223459392786026,0.9042794108390808,0.0,0.023494038730859756,0.012727649882435799,0.0,0.0
ConcatenatedReads_1PB_2_MG1,0.3018292486667633,0.0,0.058388859033584595,0.08745840936899185,0.0,0.0,0.3762774169445038,0.10326776653528214,0.0
ConcatenatedReads_1PB_2_MG4,0.30629780888557434,0.0,0.040330298244953156,0.07396331429481506,0.0,0.0,0.39121678471565247,0.08769093453884125,0.0
ConcatenatedReads_1PB_3_MG2,0.5491244792938232,0.0,0.08123654872179031,0.12771035730838776,0.0031874203123152256,0.0,0.20146562159061432,0.07450117915868759,0.0
ConcatenatedReads_1PB_3_MG3,0.5055227279663086,0.0,0.08500523865222931,0.11879916489124298,0.0,0.015138909220695496,0.16512367129325867,0.06341372430324554,0.0
ConcatenatedReads_21AA_1_MG6,0.5014566779136658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_21PA_5_MG5,0.8317720293998718,0.0,0.0,0.06973139196634293,0.0,0.08520188927650452,0.0,0.0,0.0
ConcatenatedReads_22AA_1_MG6,0.0,0.0,0.0,0.0,0.04856529086828232,0.0,0.0,0.9169113636016846,0.0
ConcatenatedReads_22PA_1_MG6,0.3074467182159424,0.0,0.0,0.1350315809249878,0.0,0.0,0.0919395163655281,0.3719818592071533,0.0
ConcatenatedReads_23AA_1_MG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_23PA_1_MG6,0.01963798701763153,0.0,0.0,0.361521452665329,0.0,0.10031377524137497,0.3605770468711853,0.0,0.014372745528817177
ConcatenatedReads_24AA_1_MG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_24AA_3_MG5,0.5406190156936646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_25AA_1_MG6,0.5489389300346375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_25PA_1_MG6,0.1952858418226242,0.0,0.01989862322807312,0.20130358636379242,0.0,0.0,0.0166342593729496,0.0,0.0
ConcatenatedReads_2AA_1_MG2,0.9033494591712952,0.0,0.0,0.26764634251594543,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_2AA_3_MG3,0.9036381840705872,0.0,0.0,0.07305129617452621,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_2AA_5_MG6,0.6848666667938232,0.0,0.0,0.2601417899131775,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_2AB_3_MG2,0.0,0.0,0.07863666117191315,0.0,0.0,0.0,0.0,0.0,0.007102633360773325
ConcatenatedReads_2AB_3_MG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_2AB_5_MG4,0.8301369547843933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_2PA_1_MG2,0.09484536200761795,0.0,0.037676434963941574,0.49320846796035767,0.0,0.0,0.02237912453711033,0.2861776351928711,0.0
ConcatenatedReads_2PA_3_MG3,0.0935133770108223,0.0,0.013853279873728752,0.5415193438529968,0.0,0.0,0.017182528972625732,0.26351362466812134,0.00616720225661993
ConcatenatedReads_2PB_1_MG1,0.14075526595115662,0.0,0.03509293124079704,0.2305675446987152,0.32268065214157104,0.0,0.20796197652816772,0.041304945945739746,0.0
ConcatenatedReads_3AA_2_MG1,0.0,0.0,0.0,0.41217052936553955,0.0,0.0,0.17049843072891235,0.0,0.0
ConcatenatedReads_3AA_2_MG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_3AB_2_MG1,0.0,0.0,0.0,0.2921479344367981,0.0,0.0,0.3442501425743103,0.0,0.07820005714893341
ConcatenatedReads_3AB_2_MG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_3PA_2_MG1,0.22544525563716888,0.0,0.05285337194800377,0.48453468084335327,0.0021724370308220387,0.045293524861335754,0.13176807761192322,0.0065190549939870834,0.010051014833152294
ConcatenatedReads_4AA_1_MG1,0.0,0.5832717418670654,0.0,0.0,0.0,0.12058234959840775,0.0,0.0,0.0006610989803448319
ConcatenatedReads_4AA_1_MG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_4AA_1_MG5,0.0,0.7821927070617676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_4AB_1_MG3,0.12454406917095184,0.0,0.051348984241485596,0.0,0.0,0.7962832450866699,0.0,0.0,0.0
ConcatenatedReads_4AB_1_MG5,0.0,0.0,0.0,0.0,0.0,0.6999202966690063,0.0,0.0,0.0
ConcatenatedReads_4AC_1_MG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035562082193791866
ConcatenatedReads_4AC_1_MG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_4PA_2_MG1,0.00699300691485405,0.0,0.003927122801542282,0.052267346531152725,0.0,0.030489452183246613,0.8820697665214539,0.0,0.0
ConcatenatedReads_4PA_2_MG5,0.0,0.0,0.0,0.048252977430820465,0.0,0.031276971101760864,0.8595097064971924,0.0,0.0
ConcatenatedReads_5AA_1_MG1,0.49227067828178406,0.0,0.0,0.0,0.0,0.0,0.4027414917945862,0.0,0.0010139213409274817
ConcatenatedReads_5AA_1_MG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_5AA_3_MG3,0.346888929605484,0.0,0.0,0.26252785325050354,0.0,0.0,0.1328391134738922,0.0,0.0
ConcatenatedReads_5AA_3_MG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_5AB_1_MG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022705836221575737
ConcatenatedReads_5AB_1_MG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_5AB_3_MG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028819775208830833,0.0
ConcatenatedReads_5AB_3_MG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_5PA_1_MG1,0.23198798298835754,0.07053717225790024,0.017931802198290825,0.5731000900268555,0.0,0.0,0.046822432428598404,0.039119161665439606,0.0
ConcatenatedReads_5PB_3_MG3,0.6359981298446655,0.032219063490629196,0.061701446771621704,0.12084357440471649,0.0,0.0,0.07228915393352509,0.044598858803510666,0.0
ConcatenatedReads_6AA_1_MG2,0.0,0.0,0.24078267812728882,0.0,0.6872681379318237,0.0,0.0,0.0,0.0
ConcatenatedReads_6PA_1_MG2,0.0,0.0,0.0,0.45742443203926086,0.39593377709388733,0.0,0.0,0.0,0.0002684755891095847
ConcatenatedReads_7AA_1_MG1,0.5617061853408813,0.38949158787727356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_7AA_1_MG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_7AA_1_MG4,0.17446577548980713,0.8030853271484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_7AA_4_MG3,0.24728263914585114,0.733855128288269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_7AA_5_MG5,0.37316200137138367,0.6297160387039185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_7AB_1_MG1,0.2934950888156891,0.0,0.0,0.07808534055948257,0.0,0.0,0.0,0.19787070155143738,0.004076584707945585
ConcatenatedReads_7AB_1_MG4,0.5271475315093994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_7AB_3_MG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1311061978340149,0.004360914696007967
ConcatenatedReads_7AB_3_MG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_7AB_4_MG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07271839678287506,0.002588290022686124
ConcatenatedReads_7AB_4_MG4,0.2978810966014862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033384060952812433
ConcatenatedReads_7AB_5_MG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00178676494397223
ConcatenatedReads_7PA_1_MG1,0.23467600345611572,0.0,0.028051719069480896,0.2948387861251831,0.0,0.0,0.14227701723575592,0.23203226923942566,0.0
ConcatenatedReads_7PA_3_MG2,0.11581569164991379,0.0,0.0,0.35893014073371887,0.0,0.0,0.2088160216808319,0.2851639986038208,0.0
ConcatenatedReads_7PA_5_MG5,0.09889846295118332,0.0,0.0,0.4703889489173889,0.0,0.0,0.15149688720703125,0.21650290489196777,0.0
ConcatenatedReads_7PB_4_MG3,0.8021841645240784,0.036224015057086945,0.0,0.06559526175260544,0.0,0.0,0.03892695531249046,0.03204439580440521,0.00624630693346262
ConcatenatedReads_8AA_3_MG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_8AA_3_MG4,0.38700997829437256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_8AA_4_MG3,0.5050559043884277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_8AA_4_MG4,0.0,0.0,0.0,0.0,0.0,0.687942385673523,0.0,0.0,0.0
ConcatenatedReads_8AB_1_MG1,0.5048051476478577,0.011560693383216858,0.058824699372053146,0.0,0.06567572057247162,0.14191406965255737,0.0036039131227880716,0.19404436647891998,0.0
ConcatenatedReads_8AB_3_MG3,0.3689911961555481,0.02171035297214985,0.04793572425842285,0.0004448003019206226,0.3132973611354828,0.15102986991405487,0.0,0.07525811344385147,0.0
ConcatenatedReads_8AB_4_MG2,0.41331925988197327,0.02033400349318981,0.05510568246245384,0.0,0.21295759081840515,0.20284856855869293,0.029353614896535873,0.057391468435525894,0.0
ConcatenatedReads_8AB_4_MG3,0.3584464490413666,0.02141568996012211,0.0740053802728653,0.0,0.055950019508600235,0.3234884440898895,0.0,0.13156092166900635,0.0
ConcatenatedReads_8AB_5_MG4,0.34962230920791626,0.0,0.06582537293434143,0.0,0.20104756951332092,0.2582722008228302,0.0,0.05011322349309921,0.0
ConcatenatedReads_8AC_1_MG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_8AC_1_MG4,0.6472440958023071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_8AC_3_MG2,0.5267175436019897,0.0,0.0,0.0,0.0,0.07622251659631729,0.3202725350856781,0.0,0.0
ConcatenatedReads_8AC_3_MG4,0.6474215388298035,0.0,0.0,0.0,0.0,0.2461511492729187,0.0,0.0,0.0
ConcatenatedReads_8AC_4_MG3,0.21492819488048553,0.0,0.0,0.0,0.0,0.0509776771068573,0.0,0.7049291133880615,0.0003319788083899766
ConcatenatedReads_8PA_3_MG2,0.12795805931091309,0.0,0.029857652261853218,0.0,0.006623259745538235,0.22148288786411285,0.005341002251952887,0.5617281198501587,0.0
ConcatenatedReads_8PB_3_MG2,0.31766560673713684,0.0,0.0,0.0,0.09003826230764389,0.3875289559364319,0.02880101650953293,0.09473983943462372,0.0
ConcatenatedReads_8PB_4_MG3,0.37230628728866577,0.0,0.02535303123295307,0.010071993805468082,0.0734337717294693,0.3586530089378357,0.018492721021175385,0.09957657754421234,0.0
ConcatenatedReads_8PB_5_MG6,0.3457060158252716,0.012821461074054241,0.02088826708495617,0.0,0.10468176752328873,0.30327051877975464,0.014084774069488049,0.12322307378053665,0.0
ConcatenatedReads_9AA_1_MG6,0.39559096097946167,0.0,0.40070274472236633,0.0,0.1589137762784958,0.0,0.0,0.0,0.0
ConcatenatedReads_9AA_2_MG7,0.3589702844619751,0.0,0.20473572611808777,0.0,0.30025985836982727,0.0,0.0,0.07583329826593399,0.0
ConcatenatedReads_9AA_3_MG7,0.5976395010948181,0.0,0.30709555745124817,0.0,0.0705748051404953,0.0,0.0,0.0,0.0
ConcatenatedReads_9PA_2_MG7,0.0,0.0,0.0,0.19805115461349487,0.0,0.0,0.0,0.5691837668418884,0.0
ConcatenatedReads_9PA_3_MG4,0.08874420076608658,0.0,0.0,0.1666761040687561,0.14059725403785706,0.0,0.0,0.43882980942726135,0.0
ConcatenatedReads_9PA_3_MG7,0.07485509663820267,0.0,0.0,0.1898796111345291,0.17627911269664764,0.0,0.0,0.3945537209510803,0.0
ConcatenatedReads_OCA_2_MG1,0.013101812452077866,0.0,0.06537506729364395,0.08395659923553467,0.0005019092350266874,0.6382109522819519,0.07467365264892578,0.05330551043152809,0.0
ConcatenatedReads_OCA_2_MG6,0.014067753218114376,0.0,0.057458359748125076,0.08253104239702225,0.0,0.6185877919197083,0.0754869133234024,0.049847397953271866,0.0
ConcatenatedReads_OCA_4_MG7,0.4865054488182068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConcatenatedReads_OCB_2_MG1,0.6307512521743774,0.0,0.0,0.019401833415031433,0.0,0.0,0.20568594336509705,0.1368972361087799,0.00041075985063798726
ConcatenatedReads_OCB_2_MG4,0.621960461139679,0.0,0.0,0.01671701855957508,0.0,0.0,0.19005250930786133,0.11674869060516357,0.0
